Auswertung;TabZeileNeu;TabZeile;aktJahr;Schuljahr;Stichdatum;GdeNr;GemeindeGde;Gemeinde;VerwaltungskreisNr;Verwaltungskreis;SchuleNr;Schule;TrägerNr;Träger;USpracheNr;Unterrichtssprache;BildungsstufeNr;Bildungsstufe;SchultypNr;Schultyp;Anzahl_Schueler;Anzahl_Frauen;Anzahl_Ausl;Anzahl_Fremdspr;Bezeichungen_fr;GemeindeGde_fr;Gemeinde_fr;Verwaltungskreis_fr;Schule_fr;Traeger_fr;Unterrichtssprache_fr;Bildungsstufe_fr;Schultyp_fr
2;41;2;2012;2012/13;15.09.2012;593;Gemeinde Unterseen;Unterseen;250;Verwaltungskreis Interlaken-Oberhasli;1571;Kindergarten Unterseen;22;Öffentliche Schule;;-;10000;Total Schule;;-;17;8;4;5;franz. Bezeichnungen:;Commune d'Unterseen;Unterseen;Arrondissement administratif Interlaken-Oberhasli;Kindergarten Unterseen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;593;Gemeinde Unterseen;Unterseen;250;Verwaltungskreis Interlaken-Oberhasli;1571;Kindergarten Unterseen;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;17;8;4;5;franz. Bezeichnungen:;Commune d'Unterseen;Unterseen;Arrondissement administratif Interlaken-Oberhasli;Kindergarten Unterseen;École publique;allemand;Degré préscolaire;Degré préscolaire
2;41;2;2012;2012/13;15.09.2012;593;Gemeinde Unterseen;Unterseen;250;Verwaltungskreis Interlaken-Oberhasli;19;Schule Unterseen;22;Öffentliche Schule;;-;10000;Total Schule;;-;447;226;100;88;franz. Bezeichnungen:;Commune d'Unterseen;Unterseen;Arrondissement administratif Interlaken-Oberhasli;Schule Unterseen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;593;Gemeinde Unterseen;Unterseen;250;Verwaltungskreis Interlaken-Oberhasli;19;Schule Unterseen;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;302;151;64;51;franz. Bezeichnungen:;Commune d'Unterseen;Unterseen;Arrondissement administratif Interlaken-Oberhasli;Schule Unterseen;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;593;Gemeinde Unterseen;Unterseen;250;Verwaltungskreis Interlaken-Oberhasli;19;Schule Unterseen;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;66;29;31;30;franz. Bezeichnungen:;Commune d'Unterseen;Unterseen;Arrondissement administratif Interlaken-Oberhasli;Schule Unterseen;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
1;42;1;2012;2012/13;15.09.2012;593;Gemeinde Unterseen;Unterseen;250;Verwaltungskreis Interlaken-Oberhasli;19;Schule Unterseen;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;79;46;5;7;franz. Bezeichnungen:;Commune d'Unterseen;Unterseen;Arrondissement administratif Interlaken-Oberhasli;Schule Unterseen;École publique;allemand;Degré secondaire I;Classes secondaires (sections m et p)
4;31;4;2012;2012/13;15.09.2012;344;Gemeinde Ursenbach;Ursenbach;244;Verwaltungskreis Oberaargau;10344;Total Gemeinde Ursenbach nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;103;51;0;0;franz. Bezeichnungen:;Commune d'Ursenbach;Ursenbach;Arrondissement administratif Haute-Argovie;Total commune d'Ursenbach selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;344;Gemeinde Ursenbach;Ursenbach;244;Verwaltungskreis Oberaargau;10344;Total Gemeinde Ursenbach nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;21;11;0;0;franz. Bezeichnungen:;Commune d'Ursenbach;Ursenbach;Arrondissement administratif Haute-Argovie;Total commune d'Ursenbach selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;344;Gemeinde Ursenbach;Ursenbach;244;Verwaltungskreis Oberaargau;10344;Total Gemeinde Ursenbach nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;59;30;0;0;franz. Bezeichnungen:;Commune d'Ursenbach;Ursenbach;Arrondissement administratif Haute-Argovie;Total commune d'Ursenbach selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;344;Gemeinde Ursenbach;Ursenbach;244;Verwaltungskreis Oberaargau;10344;Total Gemeinde Ursenbach nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;23;10;0;0;franz. Bezeichnungen:;Commune d'Ursenbach;Ursenbach;Arrondissement administratif Haute-Argovie;Total commune d'Ursenbach selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;344;Gemeinde Ursenbach;Ursenbach;244;Verwaltungskreis Oberaargau;586;Volksschule Ursenbach;22;Öffentliche Schule;;-;10000;Total Schule;;-;103;51;0;0;franz. Bezeichnungen:;Commune d'Ursenbach;Ursenbach;Arrondissement administratif Haute-Argovie;Volksschule Ursenbach;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;344;Gemeinde Ursenbach;Ursenbach;244;Verwaltungskreis Oberaargau;586;Volksschule Ursenbach;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;21;11;0;0;franz. Bezeichnungen:;Commune d'Ursenbach;Ursenbach;Arrondissement administratif Haute-Argovie;Volksschule Ursenbach;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;344;Gemeinde Ursenbach;Ursenbach;244;Verwaltungskreis Oberaargau;586;Volksschule Ursenbach;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;59;30;0;0;franz. Bezeichnungen:;Commune d'Ursenbach;Ursenbach;Arrondissement administratif Haute-Argovie;Volksschule Ursenbach;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;344;Gemeinde Ursenbach;Ursenbach;244;Verwaltungskreis Oberaargau;586;Volksschule Ursenbach;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;23;10;0;0;franz. Bezeichnungen:;Commune d'Ursenbach;Ursenbach;Arrondissement administratif Haute-Argovie;Volksschule Ursenbach;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
4;31;4;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;10551;Total Gemeinde Urtenen-Schönbühl nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;541;270;98;189;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Total commune d'Urtenen-Schönbühl selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;10551;Total Gemeinde Urtenen-Schönbühl nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;100;48;13;32;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Total commune d'Urtenen-Schönbühl selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;10551;Total Gemeinde Urtenen-Schönbühl nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;300;151;59;108;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Total commune d'Urtenen-Schönbühl selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;10551;Total Gemeinde Urtenen-Schönbühl nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;141;71;26;49;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Total commune d'Urtenen-Schönbühl selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;2731;Altes Schulhaus Urtenen-Schönbühl;22;Öffentliche Schule;;-;10000;Total Schule;;-;14;7;2;4;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Altes Schulhaus Urtenen-Schönbühl;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;2731;Altes Schulhaus Urtenen-Schönbühl;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;14;7;2;4;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Altes Schulhaus Urtenen-Schönbühl;École publique;allemand;Degré préscolaire;Degré préscolaire
2;41;2;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;1576;Kindergärten Grubenstrasse;22;Öffentliche Schule;;-;10000;Total Schule;;-;30;18;3;14;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Kindergärten Grubenstrasse;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;1576;Kindergärten Grubenstrasse;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;30;18;3;14;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Kindergärten Grubenstrasse;École publique;allemand;Degré préscolaire;Degré préscolaire
2;41;2;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;2730;Kindergarten Lee;22;Öffentliche Schule;;-;10000;Total Schule;;-;17;7;4;8;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Kindergarten Lee;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;2730;Kindergarten Lee;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;17;7;4;8;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Kindergarten Lee;École publique;allemand;Degré préscolaire;Degré préscolaire
2;41;2;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;1577;Kindergärten Zentrum;22;Öffentliche Schule;;-;10000;Total Schule;;-;39;16;4;6;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Kindergärten Zentrum;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;1577;Kindergärten Zentrum;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;39;16;4;6;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Kindergärten Zentrum;École publique;allemand;Degré préscolaire;Degré préscolaire
2;41;2;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;449;Schulhaus Lee 1-4;22;Öffentliche Schule;;-;10000;Total Schule;;-;441;222;85;157;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Schulhaus Lee 1-4;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;449;Schulhaus Lee 1-4;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;272;144;56;96;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Schulhaus Lee 1-4;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;449;Schulhaus Lee 1-4;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20032;Besondere Klassen Primarstufe;28;7;3;12;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Schulhaus Lee 1-4;École publique;allemand;Degré primaire;Classes spéciales degré primaire
1;42;1;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;449;Schulhaus Lee 1-4;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;61;28;16;28;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Schulhaus Lee 1-4;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
1;42;1;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;449;Schulhaus Lee 1-4;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;76;42;8;18;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Schulhaus Lee 1-4;École publique;allemand;Degré secondaire I;Classes secondaires (sections m et p)
1;42;1;2012;2012/13;15.09.2012;551;Gemeinde Urtenen-Schönbühl;Urtenen-Schönbühl;246;Verwaltungskreis Bern-Mittelland;449;Schulhaus Lee 1-4;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20033;Besondere Klassen Sekundarstufe I;4;1;2;3;franz. Bezeichnungen:;Commune d'Urtenen-Schönbühl;Urtenen-Schönbühl;Arrondissement administratif Berne-Mittelland;Schulhaus Lee 1-4;École publique;allemand;Degré secondaire I;Classes spéciales degré secondaire I
4;31;4;2012;2012/13;15.09.2012;885;Gemeinde Uttigen;Uttigen;247;Verwaltungskreis Thun;10885;Total Gemeinde Uttigen nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;204;96;9;14;franz. Bezeichnungen:;Commune d'Uttigen;Uttigen;Arrondissement administratif Thoune;Total commune d'Uttigen selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;885;Gemeinde Uttigen;Uttigen;247;Verwaltungskreis Thun;10885;Total Gemeinde Uttigen nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;27;15;0;0;franz. Bezeichnungen:;Commune d'Uttigen;Uttigen;Arrondissement administratif Thoune;Total commune d'Uttigen selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;885;Gemeinde Uttigen;Uttigen;247;Verwaltungskreis Thun;10885;Total Gemeinde Uttigen nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;145;67;9;12;franz. Bezeichnungen:;Commune d'Uttigen;Uttigen;Arrondissement administratif Thoune;Total commune d'Uttigen selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;885;Gemeinde Uttigen;Uttigen;247;Verwaltungskreis Thun;10885;Total Gemeinde Uttigen nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;32;14;0;2;franz. Bezeichnungen:;Commune d'Uttigen;Uttigen;Arrondissement administratif Thoune;Total commune d'Uttigen selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;885;Gemeinde Uttigen;Uttigen;247;Verwaltungskreis Thun;216;Schule Uttigen;22;Öffentliche Schule;;-;10000;Total Schule;;-;204;96;9;14;franz. Bezeichnungen:;Commune d'Uttigen;Uttigen;Arrondissement administratif Thoune;Schule Uttigen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;885;Gemeinde Uttigen;Uttigen;247;Verwaltungskreis Thun;216;Schule Uttigen;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;27;15;0;0;franz. Bezeichnungen:;Commune d'Uttigen;Uttigen;Arrondissement administratif Thoune;Schule Uttigen;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;885;Gemeinde Uttigen;Uttigen;247;Verwaltungskreis Thun;216;Schule Uttigen;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;145;67;9;12;franz. Bezeichnungen:;Commune d'Uttigen;Uttigen;Arrondissement administratif Thoune;Schule Uttigen;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;885;Gemeinde Uttigen;Uttigen;247;Verwaltungskreis Thun;216;Schule Uttigen;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;32;14;0;2;franz. Bezeichnungen:;Commune d'Uttigen;Uttigen;Arrondissement administratif Thoune;Schule Uttigen;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
4;31;4;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;10552;Total Gemeinde Utzenstorf nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;548;262;47;27;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Total commune d'Utzenstorf selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;10552;Total Gemeinde Utzenstorf nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;95;41;11;12;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Total commune d'Utzenstorf selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;10552;Total Gemeinde Utzenstorf nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;308;149;28;12;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Total commune d'Utzenstorf selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;10552;Total Gemeinde Utzenstorf nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;145;72;8;3;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Total commune d'Utzenstorf selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;2756;Altes Schulhaus Utzenstorf;22;Öffentliche Schule;;-;10000;Total Schule;;-;20;8;1;1;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Altes Schulhaus Utzenstorf;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;2756;Altes Schulhaus Utzenstorf;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;20;8;1;1;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Altes Schulhaus Utzenstorf;École publique;allemand;Degré préscolaire;Degré préscolaire
2;41;2;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;1770;Doppelkindergarten Utzenstorf;22;Öffentliche Schule;;-;10000;Total Schule;;-;56;24;7;10;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Doppelkindergarten Utzenstorf;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;1770;Doppelkindergarten Utzenstorf;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;56;24;7;10;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Doppelkindergarten Utzenstorf;École publique;allemand;Degré préscolaire;Degré préscolaire
2;41;2;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;2755;Kirchschulhaus Utzenstorf;22;Öffentliche Schule;;-;10000;Total Schule;;-;161;70;13;6;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Kirchschulhaus Utzenstorf;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;2755;Kirchschulhaus Utzenstorf;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;161;70;13;6;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Kirchschulhaus Utzenstorf;École publique;allemand;Degré primaire;Classes régulières degré primaire
2;41;2;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;735;Kirchschulhaus Bätterkinden;22;Öffentliche Schule;;-;10000;Total Schule;;-;56;36;5;2;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Kirchschulhaus Bätterkinden;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;735;Kirchschulhaus Bätterkinden;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;19;9;3;1;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Kirchschulhaus Bätterkinden;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;735;Kirchschulhaus Bätterkinden;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;37;27;2;1;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Kirchschulhaus Bätterkinden;École publique;allemand;Degré primaire;Classes régulières degré primaire
2;41;2;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;451;Gotthelfschulhaus Utzenstorf;22;Öffentliche Schule;;-;10000;Total Schule;;-;255;124;21;8;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Gotthelfschulhaus Utzenstorf;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;451;Gotthelfschulhaus Utzenstorf;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;96;50;9;4;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Gotthelfschulhaus Utzenstorf;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;451;Gotthelfschulhaus Utzenstorf;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20032;Besondere Klassen Primarstufe;14;2;4;1;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Gotthelfschulhaus Utzenstorf;École publique;allemand;Degré primaire;Classes spéciales degré primaire
1;42;1;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;451;Gotthelfschulhaus Utzenstorf;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;57;28;7;2;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Gotthelfschulhaus Utzenstorf;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
1;42;1;2012;2012/13;15.09.2012;552;Gemeinde Utzenstorf;Utzenstorf;245;Verwaltungskreis Emmental;451;Gotthelfschulhaus Utzenstorf;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;88;44;1;1;franz. Bezeichnungen:;Commune d'Utzenstorf;Utzenstorf;Arrondissement administratif Emmental;Gotthelfschulhaus Utzenstorf;École publique;allemand;Degré secondaire I;Classes secondaires (sections m et p)
4;31;4;2012;2012/13;15.09.2012;447;Gemeinde Vauffelin;Vauffelin;241;Arrondissement administratif Jura bernois;10447;Total Gemeinde Vauffelin nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;13;3;4;7;franz. Bezeichnungen:;Commune de Vauffelin;Vauffelin;Arrondissement administratif Jura bernois;Total commune de Vauffelin selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;447;Gemeinde Vauffelin;Vauffelin;241;Arrondissement administratif Jura bernois;10447;Total Gemeinde Vauffelin nach Schulstufe;;-;181;Französisch;10002;Primarstufe;;-;13;3;4;7;franz. Bezeichnungen:;Commune de Vauffelin;Vauffelin;Arrondissement administratif Jura bernois;Total commune de Vauffelin selon degré d'enseignement;-;français;Degré primaire;-
2;41;2;2012;2012/13;15.09.2012;447;Gemeinde Vauffelin;Vauffelin;241;Arrondissement administratif Jura bernois;2313;Ecole Primaire Frinvillier;22;Öffentliche Schule;;-;10000;Total Schule;;-;13;3;4;7;franz. Bezeichnungen:;Commune de Vauffelin;Vauffelin;Arrondissement administratif Jura bernois;Ecole Primaire Frinvillier;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;447;Gemeinde Vauffelin;Vauffelin;241;Arrondissement administratif Jura bernois;2313;Ecole Primaire Frinvillier;22;Öffentliche Schule;181;Französisch;10002;Primarstufe;20002;Regelklasse Primarstufe;13;3;4;7;franz. Bezeichnungen:;Commune de Vauffelin;Vauffelin;Arrondissement administratif Jura bernois;Ecole Primaire Frinvillier;École publique;français;Degré primaire;Classes régulières degré primaire
