Auswertung;TabZeileNeu;TabZeile;aktJahr;Schuljahr;Stichdatum;GdeNr;GemeindeGde;Gemeinde;VerwaltungskreisNr;Verwaltungskreis;SchuleNr;Schule;TrägerNr;Träger;USpracheNr;Unterrichtssprache;BildungsstufeNr;Bildungsstufe;SchultypNr;Schultyp;Anzahl_Schueler;Anzahl_Frauen;Anzahl_Ausl;Anzahl_Fremdspr;Bezeichungen_fr;GemeindeGde_fr;Gemeinde_fr;Verwaltungskreis_fr;Schule_fr;Traeger_fr;Unterrichtssprache_fr;Bildungsstufe_fr;Schultyp_fr
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;2029;Rudolf Steiner-Schule Langnau;23;Subventionierte Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;44;15;6;0;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Rudolf Steiner-Schule Langnau;École subventionnée;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;2029;Rudolf Steiner-Schule Langnau;23;Subventionierte Schule;180;Deutsch;10003;Sekundarstufe I;20035;Sekundarstufe I ohne Selektion;22;6;0;0;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Rudolf Steiner-Schule Langnau;École subventionnée;allemand;Degré secondaire I;Degré secondaire I sans sélection
2;41;2;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;2463;Schule EbenEzer Emmental (see-em);24;Nicht subventionierte Schule;;-;10000;Total Schule;;-;20;9;0;2;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schule EbenEzer Emmental (see-em);École non subventionnée;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;2463;Schule EbenEzer Emmental (see-em);24;Nicht subventionierte Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;4;3;0;2;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schule EbenEzer Emmental (see-em);École non subventionnée;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;2463;Schule EbenEzer Emmental (see-em);24;Nicht subventionierte Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;7;4;0;0;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schule EbenEzer Emmental (see-em);École non subventionnée;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;2463;Schule EbenEzer Emmental (see-em);24;Nicht subventionierte Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;4;0;0;0;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schule EbenEzer Emmental (see-em);École non subventionnée;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;2463;Schule EbenEzer Emmental (see-em);24;Nicht subventionierte Schule;180;Deutsch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;5;2;0;0;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schule EbenEzer Emmental (see-em);École non subventionnée;allemand;Degré secondaire I;Classes secondaires (sections m et p)
2;41;2;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;410;Schulhaus Ilfis;22;Öffentliche Schule;;-;10000;Total Schule;;-;103;54;14;18;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schulhaus Ilfis;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;410;Schulhaus Ilfis;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;21;13;4;4;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schulhaus Ilfis;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;410;Schulhaus Ilfis;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;64;33;8;12;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schulhaus Ilfis;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;410;Schulhaus Ilfis;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;18;8;2;2;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schulhaus Ilfis;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
2;41;2;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;414;Schulhaus Oberfrittenbach;22;Öffentliche Schule;;-;10000;Total Schule;;-;82;43;3;4;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schulhaus Oberfrittenbach;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;414;Schulhaus Oberfrittenbach;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;20;12;1;2;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schulhaus Oberfrittenbach;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;414;Schulhaus Oberfrittenbach;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;49;28;2;2;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schulhaus Oberfrittenbach;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;902;Gemeinde Langnau im Emmental;Langnau im Emmental;245;Verwaltungskreis Emmental;414;Schulhaus Oberfrittenbach;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;13;3;0;0;franz. Bezeichnungen:;Commune de Langnau im Emmental;Langnau im Emmental;Arrondissement administratif Emmental;Schulhaus Oberfrittenbach;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
4;31;4;2012;2012/13;15.09.2012;842;Gemeinde Lauenen;Lauenen;248;Verwaltungskreis Obersimmental-Saanen;10842;Total Gemeinde Lauenen nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;66;38;2;1;franz. Bezeichnungen:;Commune de Lauenen;Lauenen;Arrondissement administratif Haut-Simmental et Gessenay;Total commune de Lauenen selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;842;Gemeinde Lauenen;Lauenen;248;Verwaltungskreis Obersimmental-Saanen;10842;Total Gemeinde Lauenen nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;13;4;0;0;franz. Bezeichnungen:;Commune de Lauenen;Lauenen;Arrondissement administratif Haut-Simmental et Gessenay;Total commune de Lauenen selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;842;Gemeinde Lauenen;Lauenen;248;Verwaltungskreis Obersimmental-Saanen;10842;Total Gemeinde Lauenen nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;41;28;1;0;franz. Bezeichnungen:;Commune de Lauenen;Lauenen;Arrondissement administratif Haut-Simmental et Gessenay;Total commune de Lauenen selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;842;Gemeinde Lauenen;Lauenen;248;Verwaltungskreis Obersimmental-Saanen;10842;Total Gemeinde Lauenen nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;12;6;1;1;franz. Bezeichnungen:;Commune de Lauenen;Lauenen;Arrondissement administratif Haut-Simmental et Gessenay;Total commune de Lauenen selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;842;Gemeinde Lauenen;Lauenen;248;Verwaltungskreis Obersimmental-Saanen;131;Kindergarten und Volksschule Lauenen;22;Öffentliche Schule;;-;10000;Total Schule;;-;66;38;2;1;franz. Bezeichnungen:;Commune de Lauenen;Lauenen;Arrondissement administratif Haut-Simmental et Gessenay;Kindergarten und Volksschule Lauenen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;842;Gemeinde Lauenen;Lauenen;248;Verwaltungskreis Obersimmental-Saanen;131;Kindergarten und Volksschule Lauenen;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;13;4;0;0;franz. Bezeichnungen:;Commune de Lauenen;Lauenen;Arrondissement administratif Haut-Simmental et Gessenay;Kindergarten und Volksschule Lauenen;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;842;Gemeinde Lauenen;Lauenen;248;Verwaltungskreis Obersimmental-Saanen;131;Kindergarten und Volksschule Lauenen;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;41;28;1;0;franz. Bezeichnungen:;Commune de Lauenen;Lauenen;Arrondissement administratif Haut-Simmental et Gessenay;Kindergarten und Volksschule Lauenen;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;842;Gemeinde Lauenen;Lauenen;248;Verwaltungskreis Obersimmental-Saanen;131;Kindergarten und Volksschule Lauenen;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;12;6;1;1;franz. Bezeichnungen:;Commune de Lauenen;Lauenen;Arrondissement administratif Haut-Simmental et Gessenay;Kindergarten und Volksschule Lauenen;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
4;31;4;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;10667;Total Gemeinde Laupen nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;336;167;38;31;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Total commune de Laupen selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;10667;Total Gemeinde Laupen nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;65;34;8;4;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Total commune de Laupen selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;10667;Total Gemeinde Laupen nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;154;69;23;22;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Total commune de Laupen selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;10667;Total Gemeinde Laupen nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;117;64;7;5;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Total commune de Laupen selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;2741;Kindergarten Birkenweg Laupen;22;Öffentliche Schule;;-;10000;Total Schule;;-;23;12;5;3;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Kindergarten Birkenweg Laupen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;2741;Kindergarten Birkenweg Laupen;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;23;12;5;3;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Kindergarten Birkenweg Laupen;École publique;allemand;Degré préscolaire;Degré préscolaire
2;41;2;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;2742;Kindergarten Mühlestrasse Laupen;22;Öffentliche Schule;;-;10000;Total Schule;;-;42;22;3;1;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Kindergarten Mühlestrasse Laupen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;2742;Kindergarten Mühlestrasse Laupen;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;42;22;3;1;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Kindergarten Mühlestrasse Laupen;École publique;allemand;Degré préscolaire;Degré préscolaire
2;41;2;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;554;Schule Laupen;22;Öffentliche Schule;;-;10000;Total Schule;;-;271;133;30;27;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Schule Laupen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;554;Schule Laupen;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;154;69;23;22;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Schule Laupen;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;554;Schule Laupen;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;39;15;5;3;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Schule Laupen;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
1;42;1;2012;2012/13;15.09.2012;667;Gemeinde Laupen;Laupen;246;Verwaltungskreis Bern-Mittelland;554;Schule Laupen;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;78;49;2;2;franz. Bezeichnungen:;Commune de Laupen;Laupen;Arrondissement administratif Berne-Mittelland;Schule Laupen;École publique;allemand;Degré secondaire I;Classes secondaires (sections m et p)
4;31;4;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;10903;Total Gemeinde Lauperswil nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;335;171;4;17;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Total commune de Lauperswil selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;10903;Total Gemeinde Lauperswil nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;52;29;0;6;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Total commune de Lauperswil selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;10903;Total Gemeinde Lauperswil nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;172;86;2;5;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Total commune de Lauperswil selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;10903;Total Gemeinde Lauperswil nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;111;56;2;6;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Total commune de Lauperswil selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;388;Schulhaus Ebnit;22;Öffentliche Schule;;-;10000;Total Schule;;-;36;18;0;0;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Schulhaus Ebnit;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;388;Schulhaus Ebnit;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;36;18;0;0;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Schulhaus Ebnit;École publique;allemand;Degré primaire;Classes régulières degré primaire
2;41;2;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;408;Schulhaus Emmenmatt;22;Öffentliche Schule;;-;10000;Total Schule;;-;43;20;0;0;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Schulhaus Emmenmatt;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;408;Schulhaus Emmenmatt;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;43;20;0;0;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Schulhaus Emmenmatt;École publique;allemand;Degré primaire;Classes régulières degré primaire
2;41;2;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;2529;Schulhaus Unterfrittenbach;22;Öffentliche Schule;;-;10000;Total Schule;;-;16;10;1;0;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Schulhaus Unterfrittenbach;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;2529;Schulhaus Unterfrittenbach;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;16;10;1;0;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Schulhaus Unterfrittenbach;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
2;41;2;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;750;Sekundarschule Zollbrück;22;Öffentliche Schule;;-;10000;Total Schule;;-;58;29;0;0;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Sekundarschule Zollbrück;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;750;Sekundarschule Zollbrück;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;58;29;0;0;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Sekundarschule Zollbrück;École publique;allemand;Degré secondaire I;Classes secondaires (sections m et p)
2;41;2;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;387;Klasse zur besonderen Förderung KbF Zollbrück;22;Öffentliche Schule;;-;10000;Total Schule;;-;11;5;1;1;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Klasse zur besonderen Förderung KbF Zollbrück;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;387;Klasse zur besonderen Förderung KbF Zollbrück;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20032;Besondere Klassen Primarstufe;6;3;0;0;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Klasse zur besonderen Förderung KbF Zollbrück;École publique;allemand;Degré primaire;Classes spéciales degré primaire
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;387;Klasse zur besonderen Förderung KbF Zollbrück;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20033;Besondere Klassen Sekundarstufe I;5;2;1;1;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Klasse zur besonderen Förderung KbF Zollbrück;École publique;allemand;Degré secondaire I;Classes spéciales degré secondaire I
2;41;2;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;384;Schulhaus Mungnau;22;Öffentliche Schule;;-;10000;Total Schule;;-;70;35;0;13;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Schulhaus Mungnau;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;384;Schulhaus Mungnau;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;21;10;0;6;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Schulhaus Mungnau;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;384;Schulhaus Mungnau;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;33;17;0;2;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Schulhaus Mungnau;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;384;Schulhaus Mungnau;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;16;8;0;5;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Schulhaus Mungnau;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
2;41;2;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;390;Volksschule Lauperswil;22;Öffentliche Schule;;-;10000;Total Schule;;-;101;54;2;3;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Volksschule Lauperswil;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;390;Volksschule Lauperswil;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;31;19;0;0;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Volksschule Lauperswil;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;390;Volksschule Lauperswil;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;54;28;2;3;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Volksschule Lauperswil;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;903;Gemeinde Lauperswil;Lauperswil;245;Verwaltungskreis Emmental;390;Volksschule Lauperswil;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;16;7;0;0;franz. Bezeichnungen:;Commune de Lauperswil;Lauperswil;Arrondissement administratif Emmental;Volksschule Lauperswil;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
4;31;4;2012;2012/13;15.09.2012;584;Gemeinde Lauterbrunnen;Lauterbrunnen;250;Verwaltungskreis Interlaken-Oberhasli;10584;Total Gemeinde Lauterbrunnen nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;220;105;57;57;franz. Bezeichnungen:;Commune de Lauterbrunnen;Lauterbrunnen;Arrondissement administratif Interlaken-Oberhasli;Total commune de Lauterbrunnen selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;584;Gemeinde Lauterbrunnen;Lauterbrunnen;250;Verwaltungskreis Interlaken-Oberhasli;10584;Total Gemeinde Lauterbrunnen nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;33;17;14;13;franz. Bezeichnungen:;Commune de Lauterbrunnen;Lauterbrunnen;Arrondissement administratif Interlaken-Oberhasli;Total commune de Lauterbrunnen selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;584;Gemeinde Lauterbrunnen;Lauterbrunnen;250;Verwaltungskreis Interlaken-Oberhasli;10584;Total Gemeinde Lauterbrunnen nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;116;57;28;32;franz. Bezeichnungen:;Commune de Lauterbrunnen;Lauterbrunnen;Arrondissement administratif Interlaken-Oberhasli;Total commune de Lauterbrunnen selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;584;Gemeinde Lauterbrunnen;Lauterbrunnen;250;Verwaltungskreis Interlaken-Oberhasli;10584;Total Gemeinde Lauterbrunnen nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;71;31;15;12;franz. Bezeichnungen:;Commune de Lauterbrunnen;Lauterbrunnen;Arrondissement administratif Interlaken-Oberhasli;Total commune de Lauterbrunnen selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;584;Gemeinde Lauterbrunnen;Lauterbrunnen;250;Verwaltungskreis Interlaken-Oberhasli;44;Schule Mürren;22;Öffentliche Schule;;-;10000;Total Schule;;-;14;8;3;4;franz. Bezeichnungen:;Commune de Lauterbrunnen;Lauterbrunnen;Arrondissement administratif Interlaken-Oberhasli;Schule Mürren;École publique;-;Total école;-
